id,standard,subject,discipline,source_class,unit,unit_number,unit_name,chapter,branch,topic,subtopic,question_type,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,explanation,difficulty,cognitive_level,source_document,source_chapter,source_page,figure_asset,figure_required,figure_alt_text,generator_eligible,validation_status
NEET27-CHEM-1794,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Nucleophilic Addition,nucleophilic addition,Sequence/match MCQ,Select the only internally consistent term–definition–detail combination.,iodoform test — aldehydes reduce diamminesilver(I) to metallic silver; aromatic aldehydes generally do not respond,nucleophilic addition — the characteristic reaction of aldehydes and ketones at the polar carbonyl group; nucleophile attacks the electrophilic carbonyl carbon,Fehling test — methyl ketones and compounds oxidizable to them give yellow CHI₃; most ketones do not give the silver mirror,Tollens test — many aliphatic aldehydes reduce Cu²⁺ to brick-red Cu₂O; ethanol and secondary alcohols with CH₃CHOH group can respond,B,nucleophilic addition — the characteristic reaction of aldehydes and ketones at the polar carbonyl group; nucleophile attacks the electrophilic carbonyl carbon,Only the nucleophilic addition combination keeps both the definition and consequence together correctly.,Difficult,Evaluation,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1795,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Aldehyde,aldehyde,Sequence/match MCQ,Which term–statement pair is correctly matched?,HCN addition — nucleophile attacks the electrophilic carbonyl carbon,nucleophilic addition — they have less steric hindrance and less electron donation,aldehyde reactivity — the reaction introduces a new carbon-carbon bond,aldehyde — it is generally more easily oxidized than a ketone,D,aldehyde — it is generally more easily oxidized than a ketone,The correct match is aldehyde — it is generally more easily oxidized than a ketone. The remaining pairs cross-match a term with a statement belonging to another concept.,Medium,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1796,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Dehydration Of Alcohol,dehydration of alcohol,Direct recall MCQ,Which description best identifies dehydration of alcohol?,sodium phenoxide reacts with carbon dioxide under pressure,acid and heat eliminate water to form an alkene,phenoxide is resonance stabilized,an alcohol reacts reversibly with a carboxylic acid under acid catalysis,B,acid and heat eliminate water to form an alkene,Dehydration of alcohol is acid and heat eliminate water to form an alkene. More substituted alkene is often favoured.,Easy,Recall,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1797,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Ketone,ketone,Statement-based MCQ,Complete the statement correctly: Ketone is most directly associated with,water is eliminated to form a C=N-OH derivative,most ketones do not give the silver mirror,the test detects a carbonyl group,a carbonyl compound with two carbon groups on the carbonyl carbon,D,a carbonyl compound with two carbon groups on the carbonyl carbon,The correct completion is a carbonyl compound with two carbon groups on the carbonyl carbon. Simple ketones resist mild oxidation.,Medium,Recall,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1798,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Phenoxide Formation,phenoxide formation,Statement-based MCQ,Which statement about phenoxide formation is correct?,distillation can help remove the aldehyde before further oxidation,the carbon skeleton is normally retained,ordinary alcohols do not react appreciably with aqueous NaOH,tertiary alcohols give turbidity fastest,C,ordinary alcohols do not react appreciably with aqueous NaOH,Ordinary alcohols do not react appreciably with aqueous NaOH. Phenoxide formation: phenol reacts with sodium hydroxide to form sodium phenoxide.,Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1799,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Reimer-Tiemann Reaction,Reimer-Tiemann reaction,Reaction/reagent MCQ,Which description best identifies Reimer-Tiemann reaction?,phenol reacts with chloroform and alkali,an alkoxide displaces halide by an S_N2 process,dilute nitric acid gives ortho- and para-nitrophenols,phenol reacts readily with bromine water,A,phenol reacts with chloroform and alkali,Reimer-tiemann reaction is phenol reacts with chloroform and alkali. Ortho-hydroxybenzaldehyde is the main product.,Easy,Recall,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1800,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Oxidation Of Secondary Alcohol,oxidation of secondary alcohol,Statement-based MCQ,Consider the following statements about oxidation of secondary alcohol: I. Oxidation gives a ketone. II. The carbon skeleton is NOT normally retained. Which option is correct?,Only I is correct,Both I and II are correct,Neither I nor II is correct,Only II is correct,A,Only I is correct,Only I is correct. Oxidation of secondary alcohol: oxidation gives a ketone. The carbon skeleton is normally retained.,Difficult,Analysis,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1801,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Ketone,ketone,Statement-based MCQ,Which statement about ketone is correct?,the reaction can aid purification,the test detects a carbonyl group,simple ketones resist mild oxidation,water is eliminated to form a C=N-OH derivative,C,simple ketones resist mild oxidation,Simple ketones resist mild oxidation. Ketone: a carbonyl compound with two carbon groups on the carbonyl carbon.,Easy,Recall,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1802,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Oxidation Of Aldehyde,oxidation of aldehyde,Statement-based MCQ,"For oxidation of aldehyde, consider: I. An aldehyde gives a carboxylic acid with common oxidants. II. The carbonyl carbon oxidation state increases. III. The carbonyl carbon oxidation state decreases. Which set contains only valid statements?","I, II and III",I and III only,II and III only,I and II only,D,I and II only,Statements I and II describe oxidation of aldehyde; statement III reverses a decisive relation or condition and is false.,Difficult,Evaluation,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1803,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Reimer-Tiemann Reaction,Reimer-Tiemann reaction,Statement-based MCQ,The statement ‘phenol reacts with chloroform and alkali’ refers to,Williamson ether synthesis,Reimer-Tiemann reaction,ether cleavage,nitration of phenol,B,Reimer-Tiemann reaction,"The defining statement matches Reimer-Tiemann reaction. In addition, ortho-hydroxybenzaldehyde is the main product.",Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1804,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Aldol Condensation,aldol condensation,Statement-based MCQ,Consider the following statements about aldol condensation: I. Carbonyl compounds with alpha hydrogen do NOT form beta-hydroxy carbonyl products then may dehydrate. II. Enolate formation initiates carbon-carbon bond formation. Which option is correct?,Only I is correct,Only II is correct,Neither I nor II is correct,Both I and II are correct,B,Only II is correct,Only II is correct. Aldol condensation: carbonyl compounds with alpha hydrogen form beta-hydroxy carbonyl products then may dehydrate. Enolate formation initiates carbon-carbon bond formation.,Difficult,Analysis,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1805,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Oxime Formation,oxime formation,Sequence/match MCQ,Select the only internally consistent term–definition–detail combination.,Cannizzaro reaction — a carbonyl group is reduced to methylene using hydrazine and strong base; enolate formation initiates carbon-carbon bond formation,aldol condensation — an aldehyde lacking alpha hydrogen disproportionates in concentrated alkali; it is suited to base-stable substrates,Wolff-Kishner reduction — carbonyl compounds with alpha hydrogen form beta-hydroxy carbonyl products then may dehydrate; one molecule is oxidized to carboxylate and another reduced to alcohol,oxime formation — a carbonyl compound reacts with hydroxylamine; water is eliminated to form a C=N-OH derivative,D,oxime formation — a carbonyl compound reacts with hydroxylamine; water is eliminated to form a C=N-OH derivative,Only the oxime formation combination keeps both the definition and consequence together correctly.,Difficult,Analysis,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1806,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Esterification,esterification,Statement-based MCQ,The statement ‘an alcohol reacts reversibly with a carboxylic acid under acid catalysis’ refers to,esterification,Reimer-Tiemann reaction,Kolbe-Schmitt reaction,bromination of phenol,A,esterification,"The defining statement matches esterification. In addition, an ester and water are formed.",Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1807,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Bromination Of Phenol,bromination of phenol,Statement-based MCQ,"Consider the following statements about bromination of phenol: I. Phenol reacts readily with bromine water. II. 2,4,6-tribromophenol forms as a white precipitate. Which option is correct?",Only I is correct,Neither I nor II is correct,Only II is correct,Both I and II are correct,D,Both I and II are correct,"Both I and II are correct. Bromination of phenol: phenol reacts readily with bromine water. 2,4,6-tribromophenol forms as a white precipitate.",Difficult,Analysis,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1808,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Dehydration Of Alcohol,dehydration of alcohol,Sequence/match MCQ,Select the only internally consistent term–definition–detail combination.,dehydration of alcohol — acid and heat eliminate water to form an alkene; more substituted alkene is often favoured,nitration of phenol — an alkoxide displaces halide by an S_N2 process; aryl-alkyl ethers cleave at the alkyl side,ether cleavage — dilute nitric acid gives ortho- and para-nitrophenols; a primary alkyl halide is preferred,Williamson ether synthesis — concentrated HI or HBr cleaves carbon-oxygen bonds; concentrated nitric acid gives picric acid,A,dehydration of alcohol — acid and heat eliminate water to form an alkene; more substituted alkene is often favoured,Only the dehydration of alcohol combination keeps both the definition and consequence together correctly.,Difficult,Analysis,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1809,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Oxidation Of Primary Alcohol,oxidation of primary alcohol,Reaction/reagent MCQ,Which description best identifies oxidation of primary alcohol?,oxidation gives a ketone,controlled oxidation gives an aldehyde and further oxidation gives a carboxylic acid,mild oxidants do not oxidize it readily because the carbinol carbon lacks hydrogen,acid and heat eliminate water to form an alkene,B,controlled oxidation gives an aldehyde and further oxidation gives a carboxylic acid,Oxidation of primary alcohol is controlled oxidation gives an aldehyde and further oxidation gives a carboxylic acid. Distillation can help remove the aldehyde before further oxidation.,Medium,Recall,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1810,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Phenol,phenol,Statement-based MCQ,Consider the following statements about phenol: I. A compound with hydroxyl directly bonded to an aromatic ring. II. Phenol is less acidic than ordinary alcohols. Which option is correct?,Only I is correct,Both I and II are correct,Neither I nor II is correct,Only II is correct,A,Only I is correct,Only I is correct. Phenol: a compound with hydroxyl directly bonded to an aromatic ring. Phenol is more acidic than ordinary alcohols.,Difficult,Analysis,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1811,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Oxidation Of Aldehyde,oxidation of aldehyde,Reaction/reagent MCQ,Which description best identifies oxidation of aldehyde?,a carboxylic acid with alpha hydrogen is halogenated at the alpha carbon,aldehydes give primary alcohols and ketones give secondary alcohols,an aldehyde gives a carboxylic acid with common oxidants,carboxylate resonance stabilization makes carboxylic acids stronger than phenols and alcohols,C,an aldehyde gives a carboxylic acid with common oxidants,Oxidation of aldehyde is an aldehyde gives a carboxylic acid with common oxidants. The carbonyl carbon oxidation state increases.,Easy,Recall,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1812,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Sodium Bisulfite Addition,sodium bisulfite addition,Reaction/reagent MCQ,Which description best identifies sodium bisulfite addition?,aldehydes reduce diamminesilver(I) to metallic silver,many aldehydes and ketones form crystalline addition compounds,aldehydes and ketones give yellow or orange hydrazone precipitates,a carbonyl compound reacts with hydroxylamine,B,many aldehydes and ketones form crystalline addition compounds,Sodium bisulfite addition is many aldehydes and ketones form crystalline addition compounds. The reaction can aid purification.,Medium,Recall,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1813,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Solubility Of Lower Alcohols,solubility of lower alcohols,Sequence/match MCQ,Select the only internally consistent term–definition–detail combination.,"phenol — many alcohols give a red coloration with this reagent; primary, secondary and tertiary classes depend on substitution at the carbinol carbon",ceric ammonium nitrate test — an organic compound with hydroxyl bonded to saturated carbon; phenol is more acidic than ordinary alcohols,solubility of lower alcohols — small alcohols mix well with water through hydrogen bonding; solubility falls as the hydrocarbon chain grows,alcohol — a compound with hydroxyl directly bonded to an aromatic ring; it is a qualitative alcohol test,C,solubility of lower alcohols — small alcohols mix well with water through hydrogen bonding; solubility falls as the hydrocarbon chain grows,Only the solubility of lower alcohols combination keeps both the definition and consequence together correctly.,Difficult,Evaluation,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1814,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Cannizzaro Reaction,Cannizzaro reaction,Reaction/reagent MCQ,Which description best identifies Cannizzaro reaction?,aldehydes give primary alcohols and ketones give secondary alcohols,an aldehyde gives a carboxylic acid with common oxidants,an aldehyde lacking alpha hydrogen disproportionates in concentrated alkali,carboxylate resonance stabilization makes carboxylic acids stronger than phenols and alcohols,C,an aldehyde lacking alpha hydrogen disproportionates in concentrated alkali,Cannizzaro reaction is an aldehyde lacking alpha hydrogen disproportionates in concentrated alkali. One molecule is oxidized to carboxylate and another reduced to alcohol.,Medium,Recall,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1815,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Aldol Condensation,aldol condensation,Statement-based MCQ,The statement ‘carbonyl compounds with alpha hydrogen form beta-hydroxy carbonyl products then may dehydrate’ refers to,reduction of carbonyl,oxidation of aldehyde,carboxylic acid acidity,aldol condensation,D,aldol condensation,"The defining statement matches aldol condensation. In addition, enolate formation initiates carbon-carbon bond formation.",Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1816,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Cannizzaro Reaction,Cannizzaro reaction,Statement-based MCQ,The statement ‘an aldehyde lacking alpha hydrogen disproportionates in concentrated alkali’ refers to,reduction of carbonyl,Cannizzaro reaction,carboxylic acid acidity,Hell-Volhard-Zelinsky reaction,B,Cannizzaro reaction,"The defining statement matches Cannizzaro reaction. In addition, one molecule is oxidized to carboxylate and another reduced to alcohol.",Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1817,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Aldehyde Reactivity,aldehyde reactivity,Sequence/match MCQ,Select the only internally consistent term–definition–detail combination.,Fehling test — methyl ketones and compounds oxidizable to them give yellow CHI₃; it is suited to acid-stable substrates,Clemmensen reduction — many aliphatic aldehydes reduce Cu²⁺ to brick-red Cu₂O; ethanol and secondary alcohols with CH₃CHOH group can respond,aldehyde reactivity — aldehydes are generally more reactive than ketones toward nucleophilic addition; they have less steric hindrance and less electron donation,iodoform test — a carbonyl group is reduced to methylene using zinc amalgam and hydrochloric acid; aromatic aldehydes generally do not respond,C,aldehyde reactivity — aldehydes are generally more reactive than ketones toward nucleophilic addition; they have less steric hindrance and less electron donation,Only the aldehyde reactivity combination keeps both the definition and consequence together correctly.,Difficult,Analysis,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1818,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Hcn Addition,HCN addition,Statement-based MCQ,Complete the statement correctly: Hcn addition is most directly associated with,it is suited to base-stable substrates,ethanol and secondary alcohols with CH₃CHOH group can respond,carbonyl compounds form cyanohydrins,it is suited to acid-stable substrates,C,carbonyl compounds form cyanohydrins,The correct completion is carbonyl compounds form cyanohydrins. The reaction introduces a new carbon-carbon bond.,Medium,Recall,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1819,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Acidic Dehydration Temperature,acidic dehydration temperature,Statement-based MCQ,Complete the statement correctly: Acidic dehydration temperature is most directly associated with,"primary, secondary and tertiary classes depend on substitution at the carbinol carbon",reaction conditions influence whether ether or alkene predominates,ethers are comparatively unreactive and useful solvents,phenol is more acidic than ordinary alcohols,B,reaction conditions influence whether ether or alkene predominates,The correct completion is reaction conditions influence whether ether or alkene predominates. Lower temperature can favour intermolecular ether formation for primary alcohols.,Difficult,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1820,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Oxidation Of Primary Alcohol,oxidation of primary alcohol,Sequence/match MCQ,Which term–statement pair is correctly matched?,phenol acidity — more substituted alkene is often favoured,dehydration of alcohol — an ester and water are formed,esterification — electron-withdrawing substituents generally increase phenol acidity,oxidation of primary alcohol — distillation can help remove the aldehyde before further oxidation,D,oxidation of primary alcohol — distillation can help remove the aldehyde before further oxidation,The correct match is oxidation of primary alcohol — distillation can help remove the aldehyde before further oxidation. The remaining pairs cross-match a term with a statement belonging to another concept.,Difficult,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1821,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Bromination Of Phenol,bromination of phenol,Direct recall MCQ,Which description best identifies bromination of phenol?,phenol reacts readily with bromine water,dilute nitric acid gives ortho- and para-nitrophenols,concentrated HI or HBr cleaves carbon-oxygen bonds,an alkoxide displaces halide by an S_N2 process,A,phenol reacts readily with bromine water,"Bromination of phenol is phenol reacts readily with bromine water. 2,4,6-tribromophenol forms as a white precipitate.",Easy,Recall,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1822,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Oxidation Of Secondary Alcohol,oxidation of secondary alcohol,Sequence/match MCQ,Which term–statement pair is correctly matched?,oxidation of secondary alcohol — the carbon skeleton is normally retained,phenol acidity — acidification gives salicylic acid mainly,esterification — electron-withdrawing substituents generally increase phenol acidity,Kolbe-Schmitt reaction — an ester and water are formed,A,oxidation of secondary alcohol — the carbon skeleton is normally retained,The correct match is oxidation of secondary alcohol — the carbon skeleton is normally retained. The remaining pairs cross-match a term with a statement belonging to another concept.,Medium,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1823,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Nitration Of Phenol,nitration of phenol,Statement-based MCQ,Which statement about nitration of phenol is correct?,solubility falls as the hydrocarbon chain grows,lower temperature can favour intermolecular ether formation for primary alcohols,formaldehyde gives a primary alcohol while ketones give tertiary alcohols,concentrated nitric acid gives picric acid,D,concentrated nitric acid gives picric acid,Concentrated nitric acid gives picric acid. Nitration of phenol: dilute nitric acid gives ortho- and para-nitrophenols.,Easy,Analysis,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
NEET27-CHEM-1824,NEET-UG,Chemistry,Organic Chemistry,XII,Unit 17: Organic Compounds Containing Oxygen,17,Organic Compounds Containing Oxygen,"Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",Organic Chemistry,Anisole Electrophilic Substitution,anisole electrophilic substitution,Statement-based MCQ,The statement ‘the methoxy group activates the ring and directs ortho and para’ refers to,acidic dehydration temperature,Grignard addition to carbonyl,anisole electrophilic substitution,solubility of lower alcohols,C,anisole electrophilic substitution,"The defining statement matches anisole electrophilic substitution. In addition, resonance donation increases electron density.",Easy,Comprehension,"NCERT Chemistry, Class XII, current rationalised edition","Alcohols, Phenols and Ethers; Aldehydes, Ketones and Carboxylic Acids",,,False,,True,PASS
