id,unit,topic,difficulty,question_type
NEET27-CHEM-1074,11,Important compounds,Medium,Reaction/reagent MCQ
NEET27-CHEM-1075,11,Oxidation-State Stability,Medium,Reaction/reagent MCQ
NEET27-CHEM-1076,11,Electronic configurations,Medium,Conceptual/application MCQ
NEET27-CHEM-1077,11,Important compounds,Medium,Reaction/reagent MCQ
NEET27-CHEM-1078,11,Catalytic Activity,Medium,Conceptual/application MCQ
NEET27-CHEM-1079,11,Paramagnetism,Difficult,Sequence/match MCQ
NEET27-CHEM-1080,11,Electronic configurations,Medium,Conceptual/application MCQ
NEET27-CHEM-1081,11,Catalytic Activity,Difficult,Statement-based MCQ
NEET27-CHEM-1082,11,Complex Formation,Easy,Statement-based MCQ
NEET27-CHEM-1083,11,D-Block Configuration,Easy,Statement-based MCQ
NEET27-CHEM-1084,11,Magnetic properties,Medium,One-step numerical MCQ
NEET27-CHEM-1085,11,Coloured Transition Ion,Easy,Statement-based MCQ
NEET27-CHEM-1086,11,Coloured Transition Ion,Easy,Direct recall MCQ
NEET27-CHEM-1087,11,Complex Formation,Easy,Direct recall MCQ
NEET27-CHEM-1088,11,Transition Element,Easy,Statement-based MCQ
NEET27-CHEM-1089,11,Chromate-Dichromate Equilibrium,Medium,Conceptual/application MCQ
NEET27-CHEM-1090,11,Alloy Formation,Medium,Sequence/match MCQ
NEET27-CHEM-1091,11,Transition and inner-transition elements,Difficult,Statement-based MCQ
NEET27-CHEM-1092,11,Oxidation-State Stability,Medium,Sequence/match MCQ
NEET27-CHEM-1093,11,Magnetic properties,Medium,One-step numerical MCQ
NEET27-CHEM-1094,11,Chromate-Dichromate Equilibrium,Difficult,Statement-based MCQ
NEET27-CHEM-1095,11,Variable Oxidation State,Difficult,Sequence/match MCQ
NEET27-CHEM-1096,11,Interstitial Compound,Medium,Conceptual/application MCQ
NEET27-CHEM-1097,11,Paramagnetism,Easy,Direct recall MCQ
NEET27-CHEM-1098,11,Transition and inner-transition elements,Difficult,Statement-based MCQ
NEET27-CHEM-1099,11,Electronic configurations,Medium,Conceptual/application MCQ
NEET27-CHEM-1100,11,Catalytic Activity,Easy,Statement-based MCQ
NEET27-CHEM-1101,11,Variable Oxidation State,Difficult,Statement-based MCQ
NEET27-CHEM-1102,11,Coloured Transition Ion,Easy,Statement-based MCQ
NEET27-CHEM-1103,11,Magnetic properties,Medium,One-step numerical MCQ
NEET27-CHEM-1104,11,Chromate-Dichromate Equilibrium,Difficult,Statement-based MCQ
NEET27-CHEM-1105,11,Interstitial Compound,Difficult,Sequence/match MCQ
NEET27-CHEM-1106,11,Lanthanoids,Difficult,Statement-based MCQ
NEET27-CHEM-1107,11,Spin-Only Magnetic Moment,Easy,Direct recall MCQ
NEET27-CHEM-1108,11,Transition Element,Difficult,Statement-based MCQ
NEET27-CHEM-1109,11,Oxidation-State Stability,Difficult,Statement-based MCQ
NEET27-CHEM-1110,11,Transition and inner-transition elements,Difficult,Statement-based MCQ
NEET27-CHEM-1111,11,Complex Formation,Difficult,Sequence/match MCQ
NEET27-CHEM-1112,11,Interstitial Compound,Difficult,Sequence/match MCQ
NEET27-CHEM-1113,11,Complex Formation,Difficult,Sequence/match MCQ
NEET27-CHEM-1114,11,Interstitial Compound,Easy,Statement-based MCQ
NEET27-CHEM-1115,11,Magnetic properties,Difficult,Statement-based MCQ
NEET27-CHEM-1116,11,Transition and inner-transition elements,Medium,Statement-based MCQ
NEET27-CHEM-1117,11,Consequence Of Lanthanoid Contraction,Difficult,Statement-based MCQ
NEET27-CHEM-1118,11,Actinoids,Easy,Direct recall MCQ
NEET27-CHEM-1119,11,Magnetic properties,Medium,One-step numerical MCQ
NEET27-CHEM-1120,11,Transition and inner-transition elements,Medium,Statement-based MCQ
NEET27-CHEM-1121,11,Transition and inner-transition elements,Medium,Statement-based MCQ
NEET27-CHEM-1122,11,Catalytic Activity,Difficult,Sequence/match MCQ
NEET27-CHEM-1123,11,Lanthanoid Contraction,Difficult,Statement-based MCQ
NEET27-CHEM-1124,11,Actinoids,Easy,Statement-based MCQ
NEET27-CHEM-1125,11,Transition and inner-transition elements,Difficult,Statement-based MCQ
NEET27-CHEM-1126,11,Magnetic properties,Medium,One-step numerical MCQ
NEET27-CHEM-1127,11,Actinoids,Difficult,Statement-based MCQ
NEET27-CHEM-1128,11,Electronic configurations,Difficult,Statement-based MCQ
NEET27-CHEM-1129,11,Transition Element,Easy,Statement-based MCQ
NEET27-CHEM-1130,11,D-Block Configuration,Difficult,Statement-based MCQ
NEET27-CHEM-1131,11,Magnetic properties,Medium,One-step numerical MCQ
NEET27-CHEM-1132,11,KMnO₄ In Acid,Difficult,Statement-based MCQ
NEET27-CHEM-1133,11,KMnO₄ In Neutral Medium,Difficult,Statement-based MCQ
NEET27-CHEM-1134,11,Alloy Formation,Easy,Statement-based MCQ
NEET27-CHEM-1135,11,Actinoids,Medium,Sequence/match MCQ
NEET27-CHEM-1136,11,Paramagnetism,Difficult,Statement-based MCQ
NEET27-CHEM-1137,11,Magnetic properties,Difficult,Statement-based MCQ
NEET27-CHEM-1138,11,Consequence Of Lanthanoid Contraction,Medium,Conceptual/application MCQ
NEET27-CHEM-1139,11,Lanthanoids,Easy,Statement-based MCQ
NEET27-CHEM-1140,11,Magnetic properties,Difficult,Statement-based MCQ
NEET27-CHEM-1141,11,Lanthanoid Contraction,Medium,Sequence/match MCQ
NEET27-CHEM-1142,11,D-Block Configuration,Difficult,Statement-based MCQ
NEET27-CHEM-1143,11,Transition and inner-transition elements,Medium,Statement-based MCQ
NEET27-CHEM-1144,11,Transition and inner-transition elements,Difficult,Statement-based MCQ
NEET27-CHEM-1145,11,Lanthanoid Contraction,Easy,Statement-based MCQ
NEET27-CHEM-1146,11,Consequence Of Lanthanoid Contraction,Difficult,Statement-based MCQ
NEET27-CHEM-1147,11,Lanthanoid Contraction,Easy,Statement-based MCQ
NEET27-CHEM-1148,11,Lanthanoids,Difficult,Statement-based MCQ
NEET27-CHEM-1149,11,Important compounds,Medium,Reaction/reagent MCQ
NEET27-CHEM-1150,11,Spin-Only Magnetic Moment,Easy,Statement-based MCQ
NEET27-CHEM-1151,11,Transition Element,Difficult,Statement-based MCQ
NEET27-CHEM-1152,11,Interstitial Compound,Difficult,Statement-based MCQ
NEET27-CHEM-1153,11,Spin-Only Magnetic Moment,Medium,Statement-based MCQ
NEET27-CHEM-1154,11,Alloy Formation,Easy,Statement-based MCQ
NEET27-CHEM-1155,11,Transition and inner-transition elements,Medium,Statement-based MCQ
NEET27-CHEM-1156,11,Electronic configurations,Difficult,Statement-based MCQ
NEET27-CHEM-1157,11,Electronic configurations,Medium,Conceptual/application MCQ
NEET27-CHEM-1158,11,Lanthanoids,Difficult,Sequence/match MCQ
NEET27-CHEM-1159,11,Transition and inner-transition elements,Difficult,Statement-based MCQ
NEET27-CHEM-1160,11,Alloy Formation,Easy,Direct recall MCQ
NEET27-CHEM-1161,11,Paramagnetism,Easy,Statement-based MCQ
NEET27-CHEM-1162,11,Electronic configurations,Medium,Conceptual/application MCQ
NEET27-CHEM-1163,11,Transition and inner-transition elements,Difficult,Statement-based MCQ
NEET27-CHEM-1164,11,Complex Formation,Easy,Statement-based MCQ
NEET27-CHEM-1165,11,Catalytic Activity,Easy,Statement-based MCQ
NEET27-CHEM-1166,11,Magnetic properties,Medium,One-step numerical MCQ
NEET27-CHEM-1167,11,D-Block Configuration,Easy,Statement-based MCQ
NEET27-CHEM-1168,11,Paramagnetism,Difficult,Statement-based MCQ
NEET27-CHEM-1169,11,KMnO₄ In Acid,Medium,Statement-based MCQ
NEET27-CHEM-1170,11,Oxidation-State Stability,Easy,Statement-based MCQ
NEET27-CHEM-1171,12,Bonding and applications,Medium,Statement-based MCQ
NEET27-CHEM-1172,12,Ligands,Easy,Direct recall MCQ
NEET27-CHEM-1173,12,Geometrical Isomerism,Difficult,Statement-based MCQ
NEET27-CHEM-1174,12,Optical Isomerism,Difficult,Statement-based MCQ
NEET27-CHEM-1175,12,Octahedral Splitting,Easy,Statement-based MCQ
NEET27-CHEM-1176,12,Werner Secondary Valency,Medium,Sequence/match MCQ
NEET27-CHEM-1177,12,Iupac Ligand Naming,Difficult,Statement-based MCQ
NEET27-CHEM-1178,12,Isomerism,Medium,Conceptual/application MCQ
NEET27-CHEM-1179,12,Outer-Orbital Octahedral Complex,Easy,Statement-based MCQ
NEET27-CHEM-1180,12,Valence Bond Theory,Medium,Conceptual/application MCQ
NEET27-CHEM-1181,12,Tetrahedral Splitting,Easy,Statement-based MCQ
NEET27-CHEM-1182,12,Anionic Complex Naming,Easy,Direct recall MCQ
NEET27-CHEM-1183,12,Werner Primary Valency,Difficult,Statement-based MCQ
NEET27-CHEM-1184,12,Coordination entities,Medium,Conceptual/application MCQ
NEET27-CHEM-1185,12,Inner-Orbital Octahedral Complex,Difficult,Statement-based MCQ
NEET27-CHEM-1186,12,Coordination Entity,Easy,Statement-based MCQ
NEET27-CHEM-1187,12,Coordination entities,Difficult,Statement-based MCQ
NEET27-CHEM-1188,12,Linkage Isomerism,Difficult,Statement-based MCQ
NEET27-CHEM-1189,12,Chelate Effect,Medium,Statement-based MCQ
NEET27-CHEM-1190,12,Coordination Number,Easy,Direct recall MCQ
NEET27-CHEM-1191,12,Werner Secondary Valency,Medium,Conceptual/application MCQ
NEET27-CHEM-1192,12,Coordination Isomerism,Easy,Statement-based MCQ
NEET27-CHEM-1193,12,Coordination Compound Colour,Difficult,Sequence/match MCQ
NEET27-CHEM-1194,12,High-Spin Complex,Difficult,Statement-based MCQ
NEET27-CHEM-1195,12,Coordination nomenclature,Difficult,Statement-based MCQ
NEET27-CHEM-1196,12,Coordination entities,Difficult,Statement-based MCQ
NEET27-CHEM-1197,12,Werner Secondary Valency,Medium,Statement-based MCQ
NEET27-CHEM-1198,12,Inner-Orbital Octahedral Complex,Difficult,Sequence/match MCQ
NEET27-CHEM-1199,12,Inner-Orbital Octahedral Complex,Difficult,Sequence/match MCQ
NEET27-CHEM-1200,12,Octahedral Splitting,Difficult,Statement-based MCQ
NEET27-CHEM-1201,12,Low-Spin Complex,Medium,Sequence/match MCQ
NEET27-CHEM-1202,12,Valence Bond Theory,Difficult,Sequence/match MCQ
NEET27-CHEM-1203,12,Spectrochemical Series,Difficult,Sequence/match MCQ
NEET27-CHEM-1204,12,Coordination Isomerism,Medium,Conceptual/application MCQ
NEET27-CHEM-1205,12,Chelate Effect,Medium,Sequence/match MCQ
NEET27-CHEM-1206,12,Anionic Complex Naming,Easy,Statement-based MCQ
NEET27-CHEM-1207,12,Coordination Compound Colour,Difficult,Sequence/match MCQ
NEET27-CHEM-1208,12,Geometrical Isomerism,Easy,Statement-based MCQ
NEET27-CHEM-1209,12,Linkage Isomerism,Easy,Statement-based MCQ
NEET27-CHEM-1210,12,Coordination nomenclature,Difficult,Statement-based MCQ
NEET27-CHEM-1211,12,Chelate Effect,Easy,Statement-based MCQ
NEET27-CHEM-1212,12,Tetrahedral Splitting,Difficult,Statement-based MCQ
NEET27-CHEM-1213,12,Spectrochemical Series,Easy,Direct recall MCQ
NEET27-CHEM-1214,12,Valence Bond Theory,Difficult,Structure/diagram MCQ
NEET27-CHEM-1215,12,Coordination Number,Difficult,Statement-based MCQ
NEET27-CHEM-1216,12,Coordination nomenclature,Medium,Conceptual/application MCQ
NEET27-CHEM-1217,12,Optical Isomerism,Medium,Sequence/match MCQ
NEET27-CHEM-1218,12,Spectrochemical Series,Medium,Sequence/match MCQ
NEET27-CHEM-1219,12,Coordination entities,Medium,Conceptual/application MCQ
NEET27-CHEM-1220,12,Optical Isomerism,Medium,Conceptual/application MCQ
NEET27-CHEM-1221,12,High-Spin Complex,Medium,Sequence/match MCQ
NEET27-CHEM-1222,12,Coordination Entity,Difficult,Statement-based MCQ
NEET27-CHEM-1223,12,Low-Spin Complex,Difficult,Statement-based MCQ
NEET27-CHEM-1224,12,Coordination nomenclature,Medium,Conceptual/application MCQ
NEET27-CHEM-1225,12,Isomerism,Medium,Conceptual/application MCQ
NEET27-CHEM-1226,12,Ionization Isomerism,Difficult,Statement-based MCQ
NEET27-CHEM-1227,12,Werner Secondary Valency,Easy,Statement-based MCQ
NEET27-CHEM-1228,12,Coordination nomenclature,Difficult,Statement-based MCQ
NEET27-CHEM-1229,12,Coordination Isomerism,Easy,Statement-based MCQ
NEET27-CHEM-1230,12,Bonding and applications,Medium,Statement-based MCQ
NEET27-CHEM-1231,12,Anionic Complex Naming,Difficult,Statement-based MCQ
NEET27-CHEM-1232,12,Iupac Ligand Naming,Difficult,Sequence/match MCQ
NEET27-CHEM-1233,12,Coordination nomenclature,Difficult,Statement-based MCQ
NEET27-CHEM-1234,12,Ligand,Difficult,Statement-based MCQ
NEET27-CHEM-1235,12,Coordination Entity,Easy,Statement-based MCQ
NEET27-CHEM-1236,12,High-Spin Complex,Easy,Statement-based MCQ
NEET27-CHEM-1237,12,Optical Isomerism,Easy,Statement-based MCQ
NEET27-CHEM-1238,12,Isomerism,Medium,Conceptual/application MCQ
NEET27-CHEM-1239,12,Coordination nomenclature,Medium,Conceptual/application MCQ
NEET27-CHEM-1240,12,Iupac Ligand Naming,Difficult,Statement-based MCQ
NEET27-CHEM-1241,12,Outer-Orbital Octahedral Complex,Medium,Statement-based MCQ
NEET27-CHEM-1242,12,Low-Spin Complex,Difficult,Sequence/match MCQ
NEET27-CHEM-1243,12,Coordination entities,Medium,Conceptual/application MCQ
NEET27-CHEM-1244,12,Spectrochemical Series,Easy,Statement-based MCQ
NEET27-CHEM-1245,12,Oxidation State In A Complex,Easy,Statement-based MCQ
NEET27-CHEM-1246,12,Ligands,Easy,Direct recall MCQ
NEET27-CHEM-1247,12,Optical Isomerism,Medium,Statement-based MCQ
NEET27-CHEM-1248,12,Ligand,Easy,Statement-based MCQ
NEET27-CHEM-1249,12,Linkage Isomerism,Difficult,Statement-based MCQ
NEET27-CHEM-1250,12,High-Spin Complex,Easy,Direct recall MCQ
NEET27-CHEM-1251,12,Linkage Isomerism,Easy,Direct recall MCQ
NEET27-CHEM-1252,12,Werner Primary Valency,Difficult,Sequence/match MCQ
NEET27-CHEM-1253,12,Linkage Isomerism,Easy,Statement-based MCQ
NEET27-CHEM-1254,12,Werner Primary Valency,Difficult,Sequence/match MCQ
NEET27-CHEM-1255,12,Coordination Compound Colour,Medium,Conceptual/application MCQ
NEET27-CHEM-1256,12,Ionization Isomerism,Difficult,Sequence/match MCQ
NEET27-CHEM-1257,12,Outer-Orbital Octahedral Complex,Difficult,Statement-based MCQ
NEET27-CHEM-1258,12,Valence Bond Theory,Easy,Statement-based MCQ
NEET27-CHEM-1259,12,Inner-Orbital Octahedral Complex,Medium,Conceptual/application MCQ
NEET27-CHEM-1260,12,Coordination Number,Easy,Statement-based MCQ
NEET27-CHEM-1261,12,Valence Bond Theory,Difficult,Structure/diagram MCQ
NEET27-CHEM-1262,12,Coordination Entity,Difficult,Sequence/match MCQ
NEET27-CHEM-1263,12,Coordination Number,Difficult,Statement-based MCQ
NEET27-CHEM-1264,12,Chelate Effect,Easy,Statement-based MCQ
NEET27-CHEM-1265,12,Ionization Isomerism,Easy,Direct recall MCQ
NEET27-CHEM-1266,12,Low-Spin Complex,Difficult,Statement-based MCQ
NEET27-CHEM-1267,12,Geometrical Isomerism,Medium,Conceptual/application MCQ
NEET27-CHEM-1268,12,Tetrahedral Splitting,Easy,Direct recall MCQ
NEET27-CHEM-1269,12,Coordination entities,Difficult,Statement-based MCQ
NEET27-CHEM-1270,12,Coordination entities,Difficult,Statement-based MCQ
NEET27-CHEM-1271,12,Outer-Orbital Octahedral Complex,Medium,Sequence/match MCQ
NEET27-CHEM-1272,12,Geometrical Isomerism,Medium,Sequence/match MCQ
NEET27-CHEM-1273,12,Oxidation State In A Complex,Medium,Reaction/reagent MCQ
NEET27-CHEM-1274,12,Ligands,Easy,Direct recall MCQ
NEET27-CHEM-1275,12,Werner Primary Valency,Medium,Conceptual/application MCQ
NEET27-CHEM-1276,12,Linkage Isomerism,Medium,Sequence/match MCQ
NEET27-CHEM-1277,12,Werner Primary Valency,Easy,Statement-based MCQ
NEET27-CHEM-1278,12,Oxidation State In A Complex,Difficult,Sequence/match MCQ
NEET27-CHEM-1279,12,Crystal Field Theory,Difficult,Structure/diagram MCQ
NEET27-CHEM-1280,12,Tetrahedral Splitting,Difficult,Sequence/match MCQ
NEET27-CHEM-1281,12,Coordination nomenclature,Medium,Conceptual/application MCQ
NEET27-CHEM-1282,12,Tetrahedral Splitting,Easy,Statement-based MCQ
NEET27-CHEM-1283,12,Crystal Field Theory,Easy,Direct recall MCQ
NEET27-CHEM-1284,12,Inner-Orbital Octahedral Complex,Easy,Statement-based MCQ
NEET27-CHEM-1285,12,Spectrochemical Series,Easy,Statement-based MCQ
NEET27-CHEM-1286,12,Ligands,Easy,Direct recall MCQ
NEET27-CHEM-1287,12,Werner Primary Valency,Difficult,Statement-based MCQ
NEET27-CHEM-1288,12,Ligands,Easy,Direct recall MCQ
NEET27-CHEM-1289,12,Coordination nomenclature,Difficult,Statement-based MCQ
NEET27-CHEM-1290,12,Coordination Entity,Medium,Conceptual/application MCQ
NEET27-CHEM-1291,12,Tetrahedral Splitting,Difficult,Sequence/match MCQ
NEET27-CHEM-1292,12,Ligand,Medium,Statement-based MCQ
NEET27-CHEM-1293,12,Optical Isomerism,Easy,Statement-based MCQ
NEET27-CHEM-1294,12,Ionization Isomerism,Medium,Sequence/match MCQ
NEET27-CHEM-1295,12,Coordination entities,Medium,Conceptual/application MCQ
NEET27-CHEM-1296,12,Isomerism,Medium,Conceptual/application MCQ
NEET27-CHEM-1297,12,Octahedral Splitting,Medium,Sequence/match MCQ
NEET27-CHEM-1298,12,Coordination Isomerism,Difficult,Statement-based MCQ
NEET27-CHEM-1299,12,Octahedral Splitting,Easy,Direct recall MCQ
NEET27-CHEM-1300,12,Iupac Ligand Naming,Easy,Direct recall MCQ
NEET27-CHEM-1301,12,Coordination entities,Difficult,Statement-based MCQ
NEET27-CHEM-1302,12,Crystal Field Theory,Medium,Sequence/match MCQ
NEET27-CHEM-1303,12,Ligands,Easy,Direct recall MCQ
NEET27-CHEM-1304,12,Ionization Isomerism,Difficult,Statement-based MCQ
NEET27-CHEM-1305,12,High-Spin Complex,Difficult,Sequence/match MCQ
NEET27-CHEM-1306,12,Ionization Isomerism,Easy,Statement-based MCQ
NEET27-CHEM-1307,12,Ligand,Easy,Statement-based MCQ
NEET27-CHEM-1308,12,Crystal Field Theory,Medium,Statement-based MCQ
NEET27-CHEM-1309,12,Coordination nomenclature,Medium,Conceptual/application MCQ
NEET27-CHEM-1310,12,Geometrical Isomerism,Difficult,Statement-based MCQ
NEET27-CHEM-1311,12,Werner Secondary Valency,Difficult,Statement-based MCQ
NEET27-CHEM-1312,12,Octahedral Splitting,Medium,Statement-based MCQ
NEET27-CHEM-1313,12,Oxidation State In A Complex,Difficult,Statement-based MCQ
NEET27-CHEM-1314,12,Crystal Field Theory,Easy,Statement-based MCQ
NEET27-CHEM-1315,12,Coordination entities,Medium,Conceptual/application MCQ
NEET27-CHEM-1316,12,Coordination Compound Colour,Difficult,Statement-based MCQ
NEET27-CHEM-1317,12,Geometrical Isomerism,Difficult,Statement-based MCQ
NEET27-CHEM-1318,12,Iupac Ligand Naming,Easy,Statement-based MCQ
NEET27-CHEM-1319,12,Crystal Field Theory,Easy,Statement-based MCQ
NEET27-CHEM-1320,12,Outer-Orbital Octahedral Complex,Medium,Conceptual/application MCQ
NEET27-CHEM-1321,12,Low-Spin Complex,Easy,Statement-based MCQ
NEET27-CHEM-1322,12,Ligands,Easy,Direct recall MCQ
NEET27-CHEM-1323,12,Spectrochemical Series,Difficult,Statement-based MCQ
NEET27-CHEM-1324,12,Anionic Complex Naming,Easy,Statement-based MCQ
NEET27-CHEM-1325,12,Chelate Effect,Difficult,Statement-based MCQ
NEET27-CHEM-1326,12,Werner Secondary Valency,Difficult,Statement-based MCQ
NEET27-CHEM-1327,12,Valence Bond Theory,Medium,Sequence/match MCQ
NEET27-CHEM-1328,12,High-Spin Complex,Easy,Statement-based MCQ
NEET27-CHEM-1329,12,Coordination entities,Medium,Conceptual/application MCQ
NEET27-CHEM-1330,12,Coordination Isomerism,Difficult,Sequence/match MCQ
NEET27-CHEM-1331,12,Low-Spin Complex,Easy,Direct recall MCQ
NEET27-CHEM-1332,12,Coordination Number,Easy,Statement-based MCQ
NEET27-CHEM-1333,12,Bonding and applications,Medium,Statement-based MCQ
NEET27-CHEM-1334,12,Bonding and applications,Medium,Statement-based MCQ
NEET27-CHEM-1335,12,Inner-Orbital Octahedral Complex,Easy,Statement-based MCQ
NEET27-CHEM-1336,12,Ligand,Easy,Direct recall MCQ
NEET27-CHEM-1337,12,Anionic Complex Naming,Difficult,Statement-based MCQ
NEET27-CHEM-1338,12,Ligand,Medium,Sequence/match MCQ
NEET27-CHEM-1339,12,Coordination nomenclature,Medium,Conceptual/application MCQ
NEET27-CHEM-1340,12,Coordination Entity,Difficult,Sequence/match MCQ
NEET27-CHEM-1341,12,Iupac Ligand Naming,Medium,Sequence/match MCQ
NEET27-CHEM-1342,12,Outer-Orbital Octahedral Complex,Easy,Statement-based MCQ
NEET27-CHEM-1343,12,Octahedral Splitting,Difficult,Statement-based MCQ
NEET27-CHEM-1344,12,Coordination Number,Medium,Sequence/match MCQ
NEET27-CHEM-1345,12,Oxidation State In A Complex,Difficult,Sequence/match MCQ
NEET27-CHEM-1346,12,Anionic Complex Naming,Medium,Sequence/match MCQ
NEET27-CHEM-1347,12,Coordination Compound Colour,Easy,Statement-based MCQ
NEET27-CHEM-1348,12,Oxidation State In A Complex,Easy,Statement-based MCQ
NEET27-CHEM-1349,12,Chelate Effect,Easy,Direct recall MCQ
NEET27-CHEM-1350,12,Coordination Isomerism,Medium,Sequence/match MCQ
NEET27-CHEM-1351,13,Qualitative analysis,Medium,Conceptual/application MCQ
NEET27-CHEM-1352,13,Quantitative analysis,Medium,Conceptual/application MCQ
NEET27-CHEM-1353,13,Qualitative analysis,Medium,Conceptual/application MCQ
NEET27-CHEM-1354,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1355,13,Quantitative analysis,Difficult,Multi-step numerical MCQ
NEET27-CHEM-1356,13,Laboratory principles,Medium,Statement-based MCQ
NEET27-CHEM-1357,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1358,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1359,13,Purification,Difficult,Statement-based MCQ
NEET27-CHEM-1360,13,Quantitative analysis,Difficult,Multi-step numerical MCQ
NEET27-CHEM-1361,13,Chromatography,Difficult,Graph/data interpretation MCQ
NEET27-CHEM-1362,13,Purification methods,Medium,Conceptual/application MCQ
NEET27-CHEM-1363,13,Purification,Difficult,Statement-based MCQ
NEET27-CHEM-1364,13,Purification,Difficult,Statement-based MCQ
NEET27-CHEM-1365,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1366,13,Laboratory principles,Medium,Statement-based MCQ
NEET27-CHEM-1367,13,Purification,Difficult,Statement-based MCQ
NEET27-CHEM-1368,13,Qualitative analysis,Medium,Conceptual/application MCQ
NEET27-CHEM-1369,13,Quantitative analysis,Medium,Conceptual/application MCQ
NEET27-CHEM-1370,13,Qualitative analysis,Medium,Conceptual/application MCQ
NEET27-CHEM-1371,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1372,13,Quantitative analysis,Difficult,Multi-step numerical MCQ
NEET27-CHEM-1373,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1374,13,Qualitative analysis,Medium,Conceptual/application MCQ
NEET27-CHEM-1375,13,Quantitative analysis,Difficult,Multi-step numerical MCQ
NEET27-CHEM-1376,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1377,13,Quantitative analysis,Difficult,Multi-step numerical MCQ
NEET27-CHEM-1378,13,Purification,Difficult,Statement-based MCQ
NEET27-CHEM-1379,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1380,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1381,13,Purification methods,Medium,Conceptual/application MCQ
NEET27-CHEM-1382,13,Qualitative analysis,Medium,Conceptual/application MCQ
NEET27-CHEM-1383,13,Quantitative analysis,Medium,Conceptual/application MCQ
NEET27-CHEM-1384,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1385,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1386,13,Purification,Difficult,Statement-based MCQ
NEET27-CHEM-1387,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1388,13,Qualitative analysis,Medium,Reaction/reagent MCQ
NEET27-CHEM-1389,13,Laboratory principles,Medium,Statement-based MCQ
NEET27-CHEM-1390,13,Quantitative analysis,Difficult,Multi-step numerical MCQ
NEET27-CHEM-1391,13,Quantitative analysis,Difficult,Multi-step numerical MCQ
NEET27-CHEM-1392,13,Purification,Difficult,Statement-based MCQ
NEET27-CHEM-1393,13,Qualitative analysis,Medium,Conceptual/application MCQ
NEET27-CHEM-1394,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1395,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1396,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1397,13,Purification methods,Medium,Conceptual/application MCQ
NEET27-CHEM-1398,13,Qualitative analysis,Medium,Conceptual/application MCQ
NEET27-CHEM-1399,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1400,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1401,13,Qualitative analysis,Medium,Conceptual/application MCQ
NEET27-CHEM-1402,13,Purification methods,Medium,Conceptual/application MCQ
NEET27-CHEM-1403,13,Laboratory principles,Medium,Statement-based MCQ
NEET27-CHEM-1404,13,Purification,Medium,Conceptual/application MCQ
NEET27-CHEM-1405,14,Electronic effects,Easy,Direct recall MCQ
NEET27-CHEM-1406,14,Reaction reagents,Easy,Reaction/reagent MCQ
NEET27-CHEM-1407,14,Reaction intermediates,Medium,Reaction/reagent MCQ
NEET27-CHEM-1408,14,Organic reaction types,Easy,Reaction/reagent MCQ
NEET27-CHEM-1409,14,Functional Isomerism,Easy,Statement-based MCQ
NEET27-CHEM-1410,14,Electrophile,Easy,Statement-based MCQ
NEET27-CHEM-1411,14,Electronic effects,Medium,Conceptual/application MCQ
NEET27-CHEM-1412,14,Reaction reagents,Difficult,Statement-based MCQ
NEET27-CHEM-1413,14,Reaction reagents,Difficult,Statement-based MCQ
NEET27-CHEM-1414,14,Organic nomenclature,Easy,Direct recall MCQ
NEET27-CHEM-1415,14,Reaction intermediates,Medium,Structure/diagram MCQ
NEET27-CHEM-1416,14,Reaction intermediates,Difficult,Structure/diagram MCQ
NEET27-CHEM-1417,14,Nucleophile,Difficult,Statement-based MCQ
NEET27-CHEM-1418,14,Isomerism,Medium,Conceptual/application MCQ
NEET27-CHEM-1419,14,Carbanion Stability,Medium,Conceptual/application MCQ
NEET27-CHEM-1420,14,Reaction reagents,Easy,Reaction/reagent MCQ
NEET27-CHEM-1421,14,Reaction reagents,Easy,Reaction/reagent MCQ
NEET27-CHEM-1422,14,Inductive Effect,Easy,Statement-based MCQ
NEET27-CHEM-1423,14,Carbanion Stability,Easy,Statement-based MCQ
NEET27-CHEM-1424,14,Carbanion Stability,Difficult,Statement-based MCQ
NEET27-CHEM-1425,14,Electrophile,Difficult,Statement-based MCQ
NEET27-CHEM-1426,14,Chain Isomerism,Difficult,Statement-based MCQ
NEET27-CHEM-1427,14,Isomerism,Medium,Conceptual/application MCQ
NEET27-CHEM-1428,14,Iupac Parent Chain,Medium,Conceptual/application MCQ
NEET27-CHEM-1429,14,Organic reaction types,Easy,Reaction/reagent MCQ
