id,source_class,unit,chapter,topic,subtopic,question_type,difficulty,cognitive_level,correct_option,figure_required,figure_files
NEET27-PHY-1893,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Excitation and Ionisation,Hydrogen like ions,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-1894,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Lyman series,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-1895,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Balmer series,Multi-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1896,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Series limit,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1897,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Absorption and emission,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1898,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Series limit,One-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1899,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Rydberg formula,One-step numerical MCQ,Easy,Application,D,False,
NEET27-PHY-1900,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Visible lines,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1901,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Number of spectral lines,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-1902,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Comparing series,Conceptual/application MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1903,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Comparing transitions,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-1904,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Series limit,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-1905,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Series limit,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-1906,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Balmer series,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1907,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Spectral series,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-1908,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Spectral series,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-1909,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Rydberg formula,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1910,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Lyman series,Multi-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1911,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Identifying a transition,Conceptual/application MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1912,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Hydrogen like ions,Conceptual/application MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1913,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen Spectrum,Spectral series,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-1914,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Hydrogen spectrum,spectral series,Conceptual/application MCQ,Easy,Application,C,False,
NEET27-PHY-1915,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Mass energy equivalence,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1916,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Binding energy per nucleon,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1917,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Binding energy per nucleon,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-1918,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Binding energy of helium,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1919,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Nuclear force,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-1920,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Stability,Conceptual/application MCQ,Easy,Application,B,False,
NEET27-PHY-1921,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Binding energy of the deuteron,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-1922,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Mass defect from binding energy,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-1923,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Stability,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-1924,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Fission energy,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1925,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Energy release,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-1926,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Separation energy,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1927,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Fusion energy,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1928,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Mass energy equivalence,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-1929,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Binding energy from mass defect,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1930,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Mass Defect and Binding Energy,Mass defect,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-1931,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Classification of nuclides,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-1932,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Nuclear density,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1933,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Nuclear radius,One-step numerical MCQ,Easy,Application,A,False,
NEET27-PHY-1934,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Nuclear radius,One-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1935,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Nuclear radius,Conceptual/application MCQ,Difficult,Analysis,D,False,
NEET27-PHY-1936,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Classification of nuclides,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-1937,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Nuclear density,Direct MCQ,Medium,Application,A,False,
NEET27-PHY-1938,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Nuclear size and density,Conceptual/application MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1939,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Nuclear volume,Conceptual/application MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1940,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Classification of nuclides,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-1941,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Classification of nuclides,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-1942,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Nuclear density,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1943,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Nuclear radius,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-1944,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Nuclear composition,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1945,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Nuclear radius,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-1946,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear Composition and Size,Nuclear radius,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-1947,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear fission and fusion,energy release,Statement-based MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1948,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear reactions,mass–energy relation,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1949,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear size,radius dependence,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-1950,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Nuclear stability,binding energy per nucleon,Graph/data interpretation MCQ,Medium,Analysis,B,False,
NEET27-PHY-1951,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Rutherford Model and Alpha Scattering,Angular distribution,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1952,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Rutherford Model and Alpha Scattering,Nuclear model of the atom,Conceptual/application MCQ,Medium,Application,B,False,
NEET27-PHY-1953,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Rutherford Model and Alpha Scattering,Distance of closest approach,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1954,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Rutherford Model and Alpha Scattering,Limitations of the nuclear model,Conceptual/application MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1955,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Rutherford Model and Alpha Scattering,Impact parameter,Conceptual/application MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1956,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Rutherford Model and Alpha Scattering,Distance of closest approach,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-1957,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Rutherford Model and Alpha Scattering,Experimental arrangement,Conceptual/application MCQ,Easy,Application,B,False,
NEET27-PHY-1958,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Rutherford Model and Alpha Scattering,Alpha scattering experiment,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-1959,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Rutherford Model and Alpha Scattering,Distance of closest approach,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-1960,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Rutherford Model and Alpha Scattering,Nuclear model of the atom,Direct MCQ,Medium,Application,B,False,
NEET27-PHY-1961,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Rutherford Model and Alpha Scattering,Distance of closest approach,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1962,XII,Unit 18: Atoms and Nuclei,Atoms and Nuclei,Rutherford Model and Alpha Scattering,Alpha scattering experiment,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-1963,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Charge Carriers and Mobility,Current density,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1964,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Charge Carriers and Mobility,Mobility and temperature,Conceptual/application MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1965,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Charge Carriers and Mobility,Addition of carrier currents,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1966,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Charge Carriers and Mobility,Two carrier conductivity,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1967,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Charge Carriers and Mobility,Drift speed from applied voltage,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1968,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Charge Carriers and Mobility,Unit of mobility,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-1969,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Conduction in Solids,Classification of solids,Conceptual/application MCQ,Easy,Application,A,False,
NEET27-PHY-1970,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Conduction in Solids,Conductivity and resistivity,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-1971,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Conduction in Solids,Current density and conductivity,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1972,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Conduction in Solids,Conductivity from carriers and mobility,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1973,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Conduction in Solids,Negative temperature coefficient,Conceptual/application MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1974,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Conduction in Solids,Resistivity from measurements,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-1975,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Conduction in Solids,Free electron model,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-1976,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Diode Biasing and Characteristics,Series diodes,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1977,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Diode Biasing and Characteristics,Reverse current,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-1978,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Diode Biasing and Characteristics,Breakdown,Direct MCQ,Medium,Application,D,False,
NEET27-PHY-1979,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Diode Biasing and Characteristics,Diode circuit design,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1980,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Diode Biasing and Characteristics,Static resistance,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-1981,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Diode Biasing and Characteristics,Series diodes,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-1982,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Diode Biasing and Characteristics,Dynamic resistance,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1983,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Diode Biasing and Characteristics,Knee voltage,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-1984,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Energy Bands,Band gap and carrier population,Conceptual/application MCQ,Difficult,Analysis,C,False,
NEET27-PHY-1985,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Energy Bands,Band gap and photon wavelength,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-1986,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Energy Bands,Band overlap in metals,Conceptual/application MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1987,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Energy Bands,Photon energy and band gap,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1988,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Energy Bands,Photoconductivity,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-1989,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Energy Bands,Bond energy and band gap,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-1990,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Energy Bands,Valence and conduction bands,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-1991,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Energy Bands in Solids,Comparison of semiconductors,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-1992,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Energy Bands in Solids,Optical excitation,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-1993,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Energy Bands in Solids,Forbidden gap,Statement-based MCQ,Medium,Analysis,A,False,
NEET27-PHY-1994,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Energy Bands in Solids,Valence band,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-1995,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Energy Bands in Solids,Optical excitation,One-step numerical MCQ,Medium,Application,B,False,
NEET27-PHY-1996,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Energy Bands in Solids,Conductors,Conceptual/application MCQ,Easy,Application,B,False,
NEET27-PHY-1997,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Energy Bands in Solids,Forbidden energy gap,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-1998,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Extrinsic Semiconductors,Trivalent dopants,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-1999,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Extrinsic Semiconductors,Donor impurity,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-2000,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Extrinsic Semiconductors,Ionised impurity centres,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-2001,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Extrinsic Semiconductors,Doping,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-2002,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Intrinsic Semiconductors,Covalent bonding,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-2003,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Intrinsic Semiconductors,Direction of carrier motion,Conceptual/application MCQ,Easy,Application,C,False,
NEET27-PHY-2004,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Intrinsic Semiconductors,Carrier counting,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-2005,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Intrinsic Semiconductors,Mobility comparison,Direct MCQ,Medium,Application,B,False,
NEET27-PHY-2006,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Intrinsic Semiconductors,Holes as carriers,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-2007,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Intrinsic Semiconductors,Comparing n_i of Si and Ge,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-2008,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Intrinsic Semiconductors,Mechanism of hole conduction,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-2009,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Intrinsic Semiconductors,Electron and hole currents,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-2010,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Intrinsic and Extrinsic Semiconductors,Acceptor levels,Direct MCQ,Medium,Application,A,False,
NEET27-PHY-2011,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Intrinsic and Extrinsic Semiconductors,Resistance of a sample,Multi-step numerical MCQ,Difficult,Analysis,D,False,
NEET27-PHY-2012,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Intrinsic and Extrinsic Semiconductors,Conductivity,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-2013,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Intrinsic and Extrinsic Semiconductors,Donor levels,Direct MCQ,Medium,Application,C,False,
NEET27-PHY-2014,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Intrinsic and Extrinsic Semiconductors,p-type material,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-2015,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Logic gates,De Morgan relation,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-2016,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Logic gates,universal NAND,Conceptual/application MCQ,Medium,Application,C,False,
NEET27-PHY-2017,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Logic gates,NOT,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-2018,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Logic gates,AND,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-2019,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Logic gates,AND truth table,Conceptual/application MCQ,Easy,Application,B,False,
NEET27-PHY-2020,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Logic gates,universal NOR,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-2021,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Logic gates,NAND,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-2022,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Logic gates,NOR,Direct MCQ,Easy,Recall,A,False,
NEET27-PHY-2023,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Logic gates,OR,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-2024,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Logic gates,truth-table identification,Conceptual/application MCQ,Difficult,Analysis,B,False,
NEET27-PHY-2025,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Logic gates,combined expression,Conceptual/application MCQ,Easy,Application,C,False,
NEET27-PHY-2026,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Logic gates,OR truth table,Conceptual/application MCQ,Easy,Application,D,False,
NEET27-PHY-2027,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Rectifiers,Output power,Multi-step numerical MCQ,Difficult,Analysis,A,False,
NEET27-PHY-2028,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Rectifiers,Filters,Direct MCQ,Medium,Application,A,False,
NEET27-PHY-2029,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Rectifiers,Bridge rectifier,Direct MCQ,Medium,Application,A,False,
NEET27-PHY-2030,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Rectifiers,Output frequency,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-2031,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Rectifiers,Efficiency,Direct MCQ,Easy,Recall,D,False,
NEET27-PHY-2032,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Rectifiers,Circuit construction,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-2033,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Special Purpose Diodes,Solar cell,Conceptual/application MCQ,Medium,Application,D,False,
NEET27-PHY-2034,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Special Purpose Diodes,Zener diode,One-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-2035,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Special Purpose Diodes,Light emitting diode,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-2036,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Special Purpose Diodes,Light emitting diode,One-step numerical MCQ,Medium,Application,A,False,
NEET27-PHY-2037,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Special Purpose Diodes,Breakdown mechanisms,Conceptual/application MCQ,Difficult,Analysis,A,False,
NEET27-PHY-2038,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Zener diode,regulated output,One-step numerical MCQ,Medium,Application,D,False,
NEET27-PHY-2039,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Zener diode,voltage regulation,Conceptual/application MCQ,Easy,Application,A,False,
NEET27-PHY-2040,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Zener diode,power rating,One-step numerical MCQ,Medium,Application,C,False,
NEET27-PHY-2041,XII,Unit 19: Electronic Devices,Semiconductor Electronics,Zener diode,series resistor,Conceptual/application MCQ,Easy,Application,A,False,
NEET27-PHY-2042,XII,Unit 19: Electronic Devices,Semiconductor Electronics,p-n Junction,Reverse current,Conceptual/application MCQ,Difficult,Analysis,D,False,
NEET27-PHY-2043,XII,Unit 19: Electronic Devices,Semiconductor Electronics,p-n Junction,Junction field,Multi-step numerical MCQ,Difficult,Analysis,B,False,
NEET27-PHY-2044,XII,Unit 19: Electronic Devices,Semiconductor Electronics,p-n Junction,Equilibrium,Conceptual/application MCQ,Easy,Application,C,False,
NEET27-PHY-2045,XII,Unit 19: Electronic Devices,Semiconductor Electronics,p-n Junction,Diffusion current,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-2046,XII,Unit 19: Electronic Devices,Semiconductor Electronics,p-n Junction,Barrier potential,Direct MCQ,Easy,Recall,B,False,
NEET27-PHY-2047,XII,Unit 19: Electronic Devices,Semiconductor Electronics,p-n Junction Basics,Effective barrier under bias,Multi-step numerical MCQ,Difficult,Analysis,C,False,
NEET27-PHY-2048,XII,Unit 19: Electronic Devices,Semiconductor Electronics,p-n Junction Basics,Formation of the junction,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-2049,XII,Unit 19: Electronic Devices,Semiconductor Electronics,p-n Junction Basics,Barrier potential,Direct MCQ,Easy,Recall,C,False,
NEET27-PHY-2050,XII,Unit 19: Electronic Devices,Semiconductor Electronics,p-n Junction Basics,Internal field,Direct MCQ,Medium,Application,B,False,
NEET27-PHY-2051,XII,Unit 19: Electronic Devices,Semiconductor Electronics,p-n Junction Basics,Forward and reverse resistance,Conceptual/application MCQ,Medium,Application,A,False,
NEET27-PHY-2052,XII,Unit 19: Electronic Devices,Semiconductor Electronics,p-n Junction Basics,Immobile ions,Direct MCQ,Medium,Application,B,False,
NEET27-PHY-2053,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Capillary rise: principle,Experimental skills MCQ,Medium,Application,D,True,figures/u20-e06-a.png
NEET27-PHY-2054,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Resonance tube: apparatus,Experimental skills MCQ,Easy,Application,C,True,figures/u20-e08-a.png
NEET27-PHY-2055,XII,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Metre bridge: apparatus,Experimental skills MCQ,Easy,Application,A,True,figures/u20-e10-a.png
NEET27-PHY-2056,XI,Unit 20: Experimental Skills,NCERT Physics Laboratory Manual and official Experimental Skills list,Experimental skills,Stokes' method: purpose–principle match,Experimental skills MCQ,Difficult,Analysis,A,False,figures/u20-e07-a.png
